DateKey,Date,Day,Month,MonthNo,Quarter,Year
20211105,11/5/2021,Friday,Nov,11,4,2021
20211106,11/6/2021,Saturday,Nov,11,4,2021
20211107,11/7/2021,Sunday,Nov,11,4,2021
20211108,11/8/2021,Monday,Nov,11,4,2021
20211109,11/9/2021,Tuesday,Nov,11,4,2021
20211110,11/10/2021,Wednesday,Nov,11,4,2021
20211111,11/11/2021,Thursday,Nov,11,4,2021
20211112,11/12/2021,Friday,Nov,11,4,2021
20211113,11/13/2021,Saturday,Nov,11,4,2021
20211114,11/14/2021,Sunday,Nov,11,4,2021
20211115,11/15/2021,Monday,Nov,11,4,2021
20211116,11/16/2021,Tuesday,Nov,11,4,2021
20211117,11/17/2021,Wednesday,Nov,11,4,2021
20211118,11/18/2021,Thursday,Nov,11,4,2021
20211119,11/19/2021,Friday,Nov,11,4,2021
20211120,11/20/2021,Saturday,Nov,11,4,2021
20211121,11/21/2021,Sunday,Nov,11,4,2021
20211122,11/22/2021,Monday,Nov,11,4,2021
20211123,11/23/2021,Tuesday,Nov,11,4,2021
20211124,11/24/2021,Wednesday,Nov,11,4,2021
20211125,11/25/2021,Thursday,Nov,11,4,2021
20211126,11/26/2021,Friday,Nov,11,4,2021
20211127,11/27/2021,Saturday,Nov,11,4,2021
20211128,11/28/2021,Sunday,Nov,11,4,2021
20211129,11/29/2021,Monday,Nov,11,4,2021
20211130,11/30/2021,Tuesday,Nov,11,4,2021
20211201,12/1/2021,Wednesday,Dec,12,4,2021
20211202,12/2/2021,Thursday,Dec,12,4,2021
20211203,12/3/2021,Friday,Dec,12,4,2021
20211204,12/4/2021,Saturday,Dec,12,4,2021
20211205,12/5/2021,Sunday,Dec,12,4,2021
20211206,12/6/2021,Monday,Dec,12,4,2021
20211207,12/7/2021,Tuesday,Dec,12,4,2021
20211208,12/8/2021,Wednesday,Dec,12,4,2021
20211209,12/9/2021,Thursday,Dec,12,4,2021
20211210,12/10/2021,Friday,Dec,12,4,2021
20211211,12/11/2021,Saturday,Dec,12,4,2021
20211212,12/12/2021,Sunday,Dec,12,4,2021
20211213,12/13/2021,Monday,Dec,12,4,2021
20211214,12/14/2021,Tuesday,Dec,12,4,2021
20211215,12/15/2021,Wednesday,Dec,12,4,2021
20211216,12/16/2021,Thursday,Dec,12,4,2021
20211217,12/17/2021,Friday,Dec,12,4,2021
20211218,12/18/2021,Saturday,Dec,12,4,2021
20211219,12/19/2021,Sunday,Dec,12,4,2021
20211220,12/20/2021,Monday,Dec,12,4,2021
20211221,12/21/2021,Tuesday,Dec,12,4,2021
20211222,12/22/2021,Wednesday,Dec,12,4,2021
20211223,12/23/2021,Thursday,Dec,12,4,2021
20211224,12/24/2021,Friday,Dec,12,4,2021
20211225,12/25/2021,Saturday,Dec,12,4,2021
20211226,12/26/2021,Sunday,Dec,12,4,2021
20211227,12/27/2021,Monday,Dec,12,4,2021
20211228,12/28/2021,Tuesday,Dec,12,4,2021
20211229,12/29/2021,Wednesday,Dec,12,4,2021
20211230,12/30/2021,Thursday,Dec,12,4,2021
20211231,12/31/2021,Friday,Dec,12,4,2021
